,volume_fraction_al2o3,volume_fraction_zro2,chord_length_mean_al2o3,chord_length_mean_zro2,chord_length_variance_al2o3,chord_length_variance_zro2,interface_al2o3_al2o3,interface_al2o3_zro2,interface_zro2_zro2,thermal_conductivity_composite,thermal_conductivity_al2o3,thermal_conductivity_zro2,temperature,data_source_Al2O3,rve,tcc,RVE_scaling_factor
rve_000/sim_0/results__thermal_conductivity.json,0.70597,0.29403,1.4074999999999998e-05,1.2288e-05,6.4776e-06,5.865e-06,0.47776,0.39649,0.12576,18.608012,33.525106813241564,2.9587838342665,25,Jahm,rve_000,377000000.0,2.3e-06
rve_001/sim_0/results__thermal_conductivity.json,0.18174,0.81826,8.2161e-06,1.2128e-05,4.418899999999999e-06,5.779799999999999e-06,0.0563,0.3832,0.5605,5.05958423,33.525106813241564,2.9587838342665,25,Jahm,rve_001,377000000.0,2.3e-06
rve_002/sim_0/results__thermal_conductivity.json,0.44455,0.55545,9.6117e-06,1.14e-05,4.598499999999999e-06,5.4632e-06,0.26098,0.44911,0.28991,10.242447,33.525106813241564,2.9587838342665,25,Jahm,rve_002,377000000.0,2.3e-06
rve_003/sim_0/results__thermal_conductivity.json,0.94452,0.055477,1.3058999999999998e-05,6.254599999999999e-06,6.9466e-06,4.8639e-06,0.79153,0.19845,0.010023,27.6733776,33.525106813241564,2.9587838342665,25,Jahm,rve_003,377000000.0,2.3e-06
rve_004/sim_0/results__thermal_conductivity.json,0.80268,0.19732,2.2641999999999998e-05,9.220299999999999e-06,1.1378999999999999e-05,6.2537e-06,0.41109,0.42433,0.16458,21.5577988,33.525106813241564,2.9587838342665,25,Jahm,rve_004,377000000.0,2.3e-06
rve_005/sim_0/results__thermal_conductivity.json,0.33444,0.66556,9.1041e-06,1.7088e-05,4.996699999999999e-06,7.9577e-06,0.24462,0.47793,0.27745,8.18918127,33.525106813241564,2.9587838342665,25,Jahm,rve_005,377000000.0,2.3e-06
rve_006/sim_0/results__thermal_conductivity.json,0.31982,0.68018,1.1932e-05,1.5946999999999998e-05,6.246699999999999e-06,7.6364e-06,0.14378,0.48668,0.36955,7.80842195,33.525106813241564,2.9587838342665,25,Jahm,rve_006,377000000.0,2.3e-06
rve_007/sim_0/results__thermal_conductivity.json,0.1678,0.8322,1.9187999999999997e-05,1.1993999999999999e-05,8.1757e-06,5.8737999999999996e-06,0.011719,0.20052,0.78776,4.68153357,33.525106813241564,2.9587838342665,25,Jahm,rve_007,377000000.0,2.3e-06
rve_009/sim_0/results__thermal_conductivity.json,0.16993,0.83007,6.7059e-06,1.4086999999999999e-05,4.4177999999999994e-06,6.9064e-06,0.11031,0.38185,0.50784,5.15155148,33.525106813241564,2.9587838342665,25,Jahm,rve_009,377000000.0,2.3e-06
rve_010/sim_0/results__thermal_conductivity.json,0.24388,0.75612,7.7035e-06,1.3696999999999998e-05,4.171999999999999e-06,6.460499999999999e-06,0.13844,0.45163,0.40993,6.08497568,33.525106813241564,2.9587838342665,25,Jahm,rve_010,377000000.0,2.3e-06
rve_011/sim_0/results__thermal_conductivity.json,0.54821,0.45179,1.1092e-05,1.1394999999999998e-05,5.3158e-06,5.2948000000000005e-06,0.33212,0.44541,0.22248,13.0354528,33.525106813241564,2.9587838342665,25,Jahm,rve_011,377000000.0,2.3e-06
rve_012/sim_0/results__thermal_conductivity.json,0.55237,0.44763,2.4786e-05,1.0471999999999999e-05,1.1584e-05,6.037499999999999e-06,0.1462,0.38988,0.46392,13.1881225,33.525106813241564,2.9587838342665,25,Jahm,rve_012,377000000.0,2.3e-06
rve_013/sim_0/results__thermal_conductivity.json,0.23128,0.76872,6.993199999999999e-06,2.2733e-05,4.389199999999999e-06,1.0862e-05,0.2766,0.43708,0.28632,6.43345556,33.525106813241564,2.9587838342665,25,Jahm,rve_013,377000000.0,2.3e-06
rve_014/sim_0/results__thermal_conductivity.json,0.41251,0.58749,8.932199999999999e-06,2.511e-05,5.3943e-06,1.1934e-05,0.46491,0.39766,0.13743,10.6899539,33.525106813241564,2.9587838342665,25,Jahm,rve_014,377000000.0,2.3e-06
rve_015/sim_0/results__thermal_conductivity.json,0.34359,0.65641,1.7379e-05,9.408799999999999e-06,7.5937e-06,4.7823e-06,0.06797,0.30689,0.62514,7.95254555,33.525106813241564,2.9587838342665,25,Jahm,rve_015,377000000.0,2.3e-06
rve_016/sim_0/results__thermal_conductivity.json,0.35853,0.64147,2.0754999999999997e-05,1.1432e-05,8.8009e-06,5.6127e-06,0.043792,0.38248,0.57373,8.04877336,33.525106813241564,2.9587838342665,25,Jahm,rve_016,377000000.0,2.3e-06
rve_017/sim_0/results__thermal_conductivity.json,0.43552,0.56448,1.3375e-05,1.5818e-05,6.6831e-06,7.6375e-06,0.26498,0.42623,0.30879,10.0939817,33.525106813241564,2.9587838342665,25,Jahm,rve_017,377000000.0,2.3e-06
rve_018/sim_0/results__thermal_conductivity.json,0.17331,0.82669,1.4157999999999999e-05,1.1627e-05,6.3506e-06,5.5433e-06,0.011966,0.27302,0.71502,4.6893846,33.525106813241564,2.9587838342665,25,Jahm,rve_018,377000000.0,2.3e-06
rve_019/sim_0/results__thermal_conductivity.json,0.81343,0.18657,1.3787e-05,6.7712e-06,6.7345e-06,4.338899999999999e-06,0.48871,0.38918,0.12212,22.1072938,33.525106813241564,2.9587838342665,25,Jahm,rve_019,377000000.0,2.3e-06
rve_020/sim_0/results__thermal_conductivity.json,0.47204,0.52796,1.1069999999999999e-05,1.0136e-05,5.062899999999999e-06,4.8851e-06,0.1948,0.51203,0.29317,11.1230167,33.525106813241564,2.9587838342665,25,Jahm,rve_020,377000000.0,2.3e-06
rve_022/sim_0/results__thermal_conductivity.json,0.86456,0.13544,1.2417e-05,7.0198999999999995e-06,5.9474e-06,3.841e-06,0.61034,0.34301,0.04665,24.0628019,33.525106813241564,2.9587838342665,25,Jahm,rve_022,377000000.0,2.3e-06
rve_023/sim_0/results__thermal_conductivity.json,0.83126,0.16874,1.0773e-05,1.5949999999999998e-05,5.2685000000000005e-06,7.0475e-06,0.77597,0.2064,0.017625,23.0946788,33.525106813241564,2.9587838342665,25,Jahm,rve_023,377000000.0,2.3e-06
rve_024/sim_0/results__thermal_conductivity.json,0.2576,0.7424,1.1224999999999998e-05,1.2553e-05,5.302399999999999e-06,5.7389e-06,0.084511,0.39058,0.52491,6.15449344,33.525106813241564,2.9587838342665,25,Jahm,rve_024,377000000.0,2.3e-06
rve_025/sim_0/results__thermal_conductivity.json,0.86499,0.13501,1.2633e-05,6.3148999999999995e-06,6.305599999999999e-06,4.118699999999999e-06,0.59524,0.33477,0.069989,23.910253,33.525106813241564,2.9587838342665,25,Jahm,rve_025,377000000.0,2.3e-06
rve_026/sim_0/results__thermal_conductivity.json,0.029408,0.97059,5.9627e-06,1.2635999999999999e-05,3.3138999999999997e-06,6.0187e-06,0.0072193,0.10555,0.88723,3.19761292,33.525106813241564,2.9587838342665,25,Jahm,rve_026,377000000.0,2.3e-06
rve_027/sim_0/results__thermal_conductivity.json,0.26944,0.73056,1.3928e-05,1.1579e-05,6.1523e-06,5.6247e-06,0.046621,0.37099,0.58239,6.43664849,33.525106813241564,2.9587838342665,25,Jahm,rve_027,377000000.0,2.3e-06
rve_028/sim_0/results__thermal_conductivity.json,0.89053,0.10947,1.2185e-05,2.4036e-05,5.908699999999999e-06,1.0260999999999999e-05,0.8826,0.1174,,25.7756146,33.525106813241564,2.9587838342665,25,Jahm,rve_028,377000000.0,2.3e-06
rve_029/sim_0/results__thermal_conductivity.json,0.31002,0.68998,9.0904e-06,1.4402999999999999e-05,4.7279e-06,7.0029e-06,0.16059,0.50831,0.3311,7.30396117,33.525106813241564,2.9587838342665,25,Jahm,rve_029,377000000.0,2.3e-06
rve_030/sim_0/results__thermal_conductivity.json,0.4089,0.5911,1.3864e-05,9.5474e-06,6.3061e-06,4.590799999999999e-06,0.10859,0.42679,0.46462,9.07065777,33.525106813241564,2.9587838342665,25,Jahm,rve_030,377000000.0,2.3e-06
rve_032/sim_0/results__thermal_conductivity.json,0.85595,0.14405,1.5196999999999999e-05,1.3276999999999998e-05,7.3551e-06,6.8444999999999994e-06,0.69019,0.29558,0.014234,24.7707624,33.525106813241564,2.9587838342665,25,Jahm,rve_032,377000000.0,2.3e-06
rve_033/sim_0/results__thermal_conductivity.json,0.26635,0.73365,1.4869999999999998e-05,1.3231999999999998e-05,6.9875e-06,6.0618999999999995e-06,0.060732,0.36495,0.57432,5.80400321,33.525106813241564,2.9587838342665,25,Jahm,rve_033,377000000.0,2.3e-06
rve_034/sim_0/results__thermal_conductivity.json,0.87665,0.12335,1.3680999999999998e-05,8.471799999999999e-06,6.681799999999999e-06,4.9051e-06,0.66399,0.30443,0.031582,24.9318618,33.525106813241564,2.9587838342665,25,Jahm,rve_034,377000000.0,2.3e-06
rve_036/sim_0/results__thermal_conductivity.json,0.37632,0.62368,7.8089e-06,1.6054e-05,4.3615000000000005e-06,7.8262e-06,0.33466,0.44045,0.22489,9.38920508,33.525106813241564,2.9587838342665,25,Jahm,rve_036,377000000.0,2.3e-06
rve_037/sim_0/results__thermal_conductivity.json,0.88875,0.11125,1.4445e-05,8.990099999999999e-06,6.8894e-06,4.7083e-06,0.69356,0.27863,0.027808,25.6157565,33.525106813241564,2.9587838342665,25,Jahm,rve_037,377000000.0,2.3e-06
rve_038/sim_0/results__thermal_conductivity.json,0.74706,0.25294,1.5752e-05,1.3916e-05,7.382599999999999e-06,7.219e-06,0.51349,0.41612,0.070388,20.1518326,33.525106813241564,2.9587838342665,25,Jahm,rve_038,377000000.0,2.3e-06
rve_040/sim_0/results__thermal_conductivity.json,0.13411,0.86589,5.4020999999999995e-06,1.8669e-05,3.3607999999999997e-06,9.0817e-06,0.11639,0.46268,0.42093,4.69595306,33.525106813241564,2.9587838342665,25,Jahm,rve_040,377000000.0,2.3e-06
rve_041/sim_0/results__thermal_conductivity.json,0.096313,0.90369,2.3279e-05,1.1676e-05,9.5505e-06,5.5919e-06,,0.10182,0.89818,3.66674957,33.525106813241564,2.9587838342665,25,Jahm,rve_041,377000000.0,2.3e-06
rve_044/sim_0/results__thermal_conductivity.json,0.67709,0.32291,1.4333e-05,1.157e-05,6.8435e-06,5.554199999999999e-06,0.39026,0.47361,0.13613,17.2152048,33.525106813241564,2.9587838342665,25,Jahm,rve_044,377000000.0,2.3e-06
rve_045/sim_0/results__thermal_conductivity.json,0.47737,0.52263,2.2004999999999997e-05,8.8648e-06,1.0259e-05,4.9788e-06,0.091711,0.35223,0.55606,10.4225444,33.525106813241564,2.9587838342665,25,Jahm,rve_045,377000000.0,2.3e-06
rve_046/sim_0/results__thermal_conductivity.json,0.47948,0.52052,1.3772e-05,1.2137e-05,6.5484e-06,6.0072e-06,0.21445,0.46819,0.31736,11.254939,33.525106813241564,2.9587838342665,25,Jahm,rve_046,377000000.0,2.3e-06
rve_047/sim_0/results__thermal_conductivity.json,0.15299,0.84701,9.191599999999999e-06,1.098e-05,4.472999999999999e-06,5.195e-06,0.040356,0.27251,0.68713,4.55323805,33.525106813241564,2.9587838342665,25,Jahm,rve_047,377000000.0,2.3e-06
rve_048/sim_0/results__thermal_conductivity.json,0.1769,0.8231,7.5815999999999995e-06,1.2444e-05,3.8877999999999994e-06,5.8862e-06,0.075227,0.37318,0.55159,5.05599799,33.525106813241564,2.9587838342665,25,Jahm,rve_048,377000000.0,2.3e-06
rve_050/sim_0/results__thermal_conductivity.json,0.2854,0.7146,8.500299999999999e-06,1.2298999999999999e-05,4.2165999999999996e-06,5.8906e-06,0.16482,0.3976,0.43758,6.74604067,33.525106813241564,2.9587838342665,25,Jahm,rve_050,377000000.0,2.3e-06
rve_051/sim_0/results__thermal_conductivity.json,0.69528,0.30472,1.6254e-05,1.0478999999999999e-05,7.8743e-06,5.4745e-06,0.37581,0.4401,0.18408,17.9233236,33.525106813241564,2.9587838342665,25,Jahm,rve_051,377000000.0,2.3e-06
rve_052/sim_0/results__thermal_conductivity.json,0.62156,0.37844,1.0862e-05,1.0007999999999998e-05,5.0789e-06,4.7919e-06,0.35239,0.50139,0.14622,15.108074,33.525106813241564,2.9587838342665,25,Jahm,rve_052,377000000.0,2.3e-06
rve_053/sim_0/results__thermal_conductivity.json,0.49894,0.50106,1.014e-05,1.8514e-05,5.3361e-06,8.4098e-06,0.40464,0.48119,0.11416,12.3689402,33.525106813241564,2.9587838342665,25,Jahm,rve_053,377000000.0,2.3e-06
rve_054/sim_0/results__thermal_conductivity.json,0.87234,0.12766,1.1106e-05,1.4455e-05,5.2483e-06,6.4039e-06,0.80931,0.17974,0.010943,24.5729152,33.525106813241564,2.9587838342665,25,Jahm,rve_054,377000000.0,2.3e-06
rve_056/sim_0/results__thermal_conductivity.json,0.65138,0.34862,1.3952999999999998e-05,1.0045999999999998e-05,6.439899999999999e-06,5.1016e-06,0.34309,0.46312,0.1938,16.3437287,33.525106813241564,2.9587838342665,25,Jahm,rve_056,377000000.0,2.3e-06
rve_057/sim_0/results__thermal_conductivity.json,0.34875,0.65125,1.533e-05,1.4645e-05,7.0235e-06,7.107499999999999e-06,0.11743,0.44189,0.44068,7.92441547,33.525106813241564,2.9587838342665,25,Jahm,rve_057,377000000.0,2.3e-06
rve_058/sim_0/results__thermal_conductivity.json,0.5742,0.4258,1.7721e-05,1.0949999999999998e-05,8.5586e-06,5.7754e-06,0.2016,0.50828,0.29012,13.8112012,33.525106813241564,2.9587838342665,25,Jahm,rve_058,377000000.0,2.3e-06
rve_060/sim_0/results__thermal_conductivity.json,0.14726,0.85274,8.7872e-06,1.6413e-05,4.8909e-06,7.7505e-06,0.059189,0.37112,0.5697,4.63066542,33.525106813241564,2.9587838342665,25,Jahm,rve_060,377000000.0,2.3e-06
rve_061/sim_0/results__thermal_conductivity.json,0.19485,0.80515,8.7e-06,1.4455999999999998e-05,4.7765e-06,7.0495e-06,0.073399,0.43103,0.49558,5.50348212,33.525106813241564,2.9587838342665,25,Jahm,rve_061,377000000.0,2.3e-06
rve_062/sim_0/results__thermal_conductivity.json,0.1597,0.8403,1.1958e-05,1.1483999999999999e-05,5.779799999999999e-06,5.4555e-06,0.018575,0.27275,0.70868,4.61028405,33.525106813241564,2.9587838342665,25,Jahm,rve_062,377000000.0,2.3e-06
rve_063/sim_0/results__thermal_conductivity.json,0.88918,0.11082,1.3965e-05,7.421599999999999e-06,6.8315e-06,4.3507e-06,0.64846,0.32358,0.027958,25.3290184,33.525106813241564,2.9587838342665,25,Jahm,rve_063,377000000.0,2.3e-06
rve_064/sim_0/results__thermal_conductivity.json,0.77437,0.22563,1.4251e-05,1.5215e-05,6.7527e-06,7.204799999999999e-06,0.60647,0.36,0.033529,21.6223783,33.525106813241564,2.9587838342665,25,Jahm,rve_064,377000000.0,2.3e-06
rve_066/sim_0/results__thermal_conductivity.json,0.69168,0.30832,1.3759e-05,2.3148e-05,6.6627e-06,1.0213999999999999e-05,0.61452,0.35253,0.032949,19.2216109,33.525106813241564,2.9587838342665,25,Jahm,rve_066,377000000.0,2.3e-06
rve_072/sim_0/results__thermal_conductivity.json,0.56501,0.43499,2.2170999999999998e-05,9.0292e-06,1.0018e-05,5.135799999999999e-06,0.094751,0.50276,0.40249,12.8259574,33.525106813241564,2.9587838342665,25,Jahm,rve_072,377000000.0,2.3e-06
rve_074/sim_0/results__thermal_conductivity.json,0.75708,0.24292,3.4804999999999996e-05,8.8351e-06,1.6861e-05,5.8989e-06,0.19389,0.4799,0.32621,20.7321579,33.525106813241564,2.9587838342665,25,Jahm,rve_074,377000000.0,2.3e-06
rve_075/sim_0/results__thermal_conductivity.json,0.23991,0.76009,1.3974e-05,1.009e-05,6.395199999999999e-06,4.8029e-06,0.041593,0.29093,0.66747,5.76964331,33.525106813241564,2.9587838342665,25,Jahm,rve_075,377000000.0,2.3e-06
rve_076/sim_0/results__thermal_conductivity.json,0.21348,0.78652,8.5321e-06,1.1483999999999999e-05,4.3588e-06,5.438699999999999e-06,0.087685,0.35944,0.55287,5.55895699,33.525106813241564,2.9587838342665,25,Jahm,rve_076,377000000.0,2.3e-06
rve_077/sim_0/results__thermal_conductivity.json,0.57925,0.42075,2.8228999999999997e-05,8.0675e-06,1.258e-05,4.7430999999999995e-06,0.08317,0.39877,0.51806,12.2739171,33.525106813241564,2.9587838342665,25,Jahm,rve_077,377000000.0,2.3e-06
rve_078/sim_0/results__thermal_conductivity.json,0.091839,0.90816,9.3897e-06,1.2446999999999998e-05,4.6131e-06,5.964699999999999e-06,0.011799,0.21485,0.77335,3.78522669,33.525106813241564,2.9587838342665,25,Jahm,rve_078,377000000.0,2.3e-06
rve_079/sim_0/results__thermal_conductivity.json,0.47871,0.52129,1.2034e-05,1.0874e-05,5.522899999999999e-06,5.105e-06,0.20088,0.50847,0.29065,11.1105961,33.525106813241564,2.9587838342665,25,Jahm,rve_079,377000000.0,2.3e-06
rve_080/sim_0/results__thermal_conductivity.json,0.86962,0.13038,1.2577999999999999e-05,1.2097e-05,6.018799999999999e-06,5.8003999999999996e-06,0.74822,0.23473,0.017057,24.8024292,33.525106813241564,2.9587838342665,25,Jahm,rve_080,377000000.0,2.3e-06
rve_081/sim_0/results__thermal_conductivity.json,0.78236,0.21764,1.0167999999999998e-05,1.2189e-05,4.8280999999999996e-06,5.4891e-06,0.65873,0.30479,0.036489,20.9717821,33.525106813241564,2.9587838342665,25,Jahm,rve_081,377000000.0,2.3e-06
rve_083/sim_0/results__thermal_conductivity.json,0.3786,0.6214,1.2404999999999999e-05,1.271e-05,5.6283e-06,5.7646e-06,0.15322,0.46067,0.38611,8.95778427,33.525106813241564,2.9587838342665,25,Jahm,rve_083,377000000.0,2.3e-06
rve_084/sim_0/results__thermal_conductivity.json,0.79159,0.20841,1.1407e-05,8.539799999999999e-06,5.624399999999999e-06,4.5263e-06,0.54315,0.39072,0.066132,21.2133061,33.525106813241564,2.9587838342665,25,Jahm,rve_084,377000000.0,2.3e-06
rve_085/sim_0/results__thermal_conductivity.json,0.43266,0.56734,1.0787999999999999e-05,1.5167999999999998e-05,5.392299999999999e-06,7.1405e-06,0.27139,0.49239,0.23622,10.1669919,33.525106813241564,2.9587838342665,25,Jahm,rve_085,377000000.0,2.3e-06
rve_086/sim_0/results__thermal_conductivity.json,0.49004,0.50996,1.2854e-05,1.717e-05,6.4366e-06,8.158699999999999e-06,0.31263,0.49745,0.18992,11.7975177,33.525106813241564,2.9587838342665,25,Jahm,rve_086,377000000.0,2.3e-06
rve_087/sim_0/results__thermal_conductivity.json,0.12839,0.87161,6.9194999999999996e-06,1.1689e-05,3.6881e-06,5.4705e-06,0.034973,0.32656,0.63847,4.36814554,33.525106813241564,2.9587838342665,25,Jahm,rve_087,377000000.0,2.3e-06
rve_088/sim_0/results__thermal_conductivity.json,0.53074,0.46926,1.0118e-05,1.1367e-05,4.8144e-06,5.232e-06,0.32364,0.47102,0.20534,12.6500416,33.525106813241564,2.9587838342665,25,Jahm,rve_088,377000000.0,2.3e-06
rve_090/sim_0/results__thermal_conductivity.json,0.50794,0.49206,9.0753e-06,1.7777999999999998e-05,4.800099999999999e-06,8.0803e-06,0.45499,0.42725,0.11776,12.8384123,33.525106813241564,2.9587838342665,25,Jahm,rve_090,377000000.0,2.3e-06
rve_091/sim_0/results__thermal_conductivity.json,0.3149,0.6851,1.0031e-05,1.1109e-05,4.7754e-06,5.1986e-06,0.11325,0.44775,0.439,7.43586522,33.525106813241564,2.9587838342665,25,Jahm,rve_091,377000000.0,2.3e-06
rve_092/sim_0/results__thermal_conductivity.json,0.31844,0.68156,1.1849e-05,1.4256e-05,5.8302e-06,6.7747e-06,0.13539,0.44947,0.41515,7.5009034,33.525106813241564,2.9587838342665,25,Jahm,rve_092,377000000.0,2.3e-06
rve_093/sim_0/results__thermal_conductivity.json,0.74901,0.25099,1.1599999999999999e-05,9.3564e-06,5.3209999999999995e-06,4.4359999999999995e-06,0.49933,0.41077,0.089898,19.8782205,33.525106813241564,2.9587838342665,25,Jahm,rve_093,377000000.0,2.3e-06
rve_094/sim_0/results__thermal_conductivity.json,0.12276,0.87724,7.769999999999998e-06,1.5698e-05,4.510799999999999e-06,7.419999999999999e-06,0.049688,0.34015,0.61016,4.31166957,33.525106813241564,2.9587838342665,25,Jahm,rve_094,377000000.0,2.3e-06
rve_095/sim_0/results__thermal_conductivity.json,0.50307,0.49693,2.1454999999999997e-05,9.8788e-06,9.514900000000001e-06,5.2826e-06,0.10022,0.43733,0.46245,11.0024711,33.525106813241564,2.9587838342665,25,Jahm,rve_095,377000000.0,2.3e-06
rve_098/sim_0/results__thermal_conductivity.json,0.11579,0.88421,7.3234e-06,1.5792e-05,4.7480999999999995e-06,7.8488e-06,0.048767,0.3408,0.61043,4.2422182,33.525106813241564,2.9587838342665,25,Jahm,rve_098,377000000.0,2.3e-06
rve_100/sim_0/results__thermal_conductivity.json,0.173,0.827,6.6752999999999994e-06,3.5415e-05,4.4073e-06,1.7376e-05,0.29872,0.46007,0.24121,5.33144341,33.525106813241564,2.9587838342665,25,Jahm,rve_100,377000000.0,2.3e-06
rve_101/sim_0/results__thermal_conductivity.json,0.29065,0.70935,7.6663e-06,1.3756e-05,4.024e-06,6.2762e-06,0.19564,0.45853,0.34583,7.33897393,33.525106813241564,2.9587838342665,25,Jahm,rve_101,377000000.0,2.3e-06
rve_102/sim_0/results__thermal_conductivity.json,0.2722,0.7278,1.2862e-05,1.4608999999999999e-05,6.0727e-06,6.8438e-06,0.099169,0.39839,0.50244,6.57654288,33.525106813241564,2.9587838342665,25,Jahm,rve_102,377000000.0,2.3e-06
rve_103/sim_0/results__thermal_conductivity.json,0.81409,0.18591,1.1393000000000001e-05,1.7508e-05,5.4870999999999995e-06,8.017e-06,0.75911,0.22404,0.016853,22.7238047,33.525106813241564,2.9587838342665,25,Jahm,rve_103,377000000.0,2.3e-06
rve_104/sim_0/results__thermal_conductivity.json,0.19319,0.80681,2.838e-05,1.3823e-05,1.2872e-05,7.0194e-06,,0.20849,0.79151,4.56580595,33.525106813241564,2.9587838342665,25,Jahm,rve_104,377000000.0,2.3e-06
rve_105/sim_0/results__thermal_conductivity.json,0.36172,0.63828,1.4313999999999999e-05,1.0438e-05,6.2041000000000005e-06,5.165199999999999e-06,0.08402,0.41516,0.50082,8.18639276,33.525106813241564,2.9587838342665,25,Jahm,rve_105,377000000.0,2.3e-06
rve_106/sim_0/results__thermal_conductivity.json,0.80179,0.19821,2.019e-05,6.8166999999999995e-06,9.9184e-06,4.207499999999999e-06,0.37859,0.39752,0.2239,22.1697348,33.525106813241564,2.9587838342665,25,Jahm,rve_106,377000000.0,2.3e-06
rve_107/sim_0/results__thermal_conductivity.json,0.25551,0.74449,1.6737e-05,1.2488e-05,7.9635e-06,6.1992e-06,0.046998,0.31296,0.64004,6.15419524,33.525106813241564,2.9587838342665,25,Jahm,rve_107,377000000.0,2.3e-06
rve_108/sim_0/results__thermal_conductivity.json,0.40285,0.59715,1.0365e-05,1.9550999999999996e-05,5.7868e-06,9.0896e-06,0.35122,0.41689,0.2319,10.146695,33.525106813241564,2.9587838342665,25,Jahm,rve_108,377000000.0,2.3e-06
rve_110/sim_0/results__thermal_conductivity.json,0.52211,0.47789,1.1750999999999998e-05,1.1581e-05,5.4722e-06,5.5198999999999994e-06,0.27279,0.49288,0.23433,12.9411038,33.525106813241564,2.9587838342665,25,Jahm,rve_110,377000000.0,2.3e-06
rve_112/sim_0/results__thermal_conductivity.json,0.84307,0.15693,1.5582e-05,1.2101e-05,7.9309e-06,6.3823e-06,0.66383,0.28762,0.048544,24.1857178,33.525106813241564,2.9587838342665,25,Jahm,rve_112,377000000.0,2.3e-06
rve_113/sim_0/results__thermal_conductivity.json,0.68026,0.31974,1.1717999999999999e-05,1.0207e-05,5.5735e-06,4.8110999999999996e-06,0.43387,0.43205,0.13408,17.5066483,33.525106813241564,2.9587838342665,25,Jahm,rve_113,377000000.0,2.3e-06
rve_115/sim_0/results__thermal_conductivity.json,0.25731,0.74269,1.4458e-05,1.5016e-05,7.0182e-06,7.348499999999999e-06,0.066243,0.39988,0.53388,5.78040828,33.525106813241564,2.9587838342665,25,Jahm,rve_115,377000000.0,2.3e-06
rve_116/sim_0/results__thermal_conductivity.json,0.72921,0.27079,1.5232e-05,1.0726e-05,7.606499999999999e-06,5.5644e-06,0.45938,0.39065,0.14997,19.0588423,33.525106813241564,2.9587838342665,25,Jahm,rve_116,377000000.0,2.3e-06
rve_117/sim_0/results__thermal_conductivity.json,0.70782,0.29218,1.6394e-05,1.1254e-05,7.896999999999999e-06,6.03e-06,0.37662,0.49941,0.12397,18.7072756,33.525106813241564,2.9587838342665,25,Jahm,rve_117,377000000.0,2.3e-06
rve_118/sim_0/results__thermal_conductivity.json,0.36178,0.63822,1.213e-05,1.2795999999999999e-05,5.6048999999999995e-06,5.66e-06,0.16007,0.42328,0.41665,8.20937597,33.525106813241564,2.9587838342665,25,Jahm,rve_118,377000000.0,2.3e-06
rve_119/sim_0/results__thermal_conductivity.json,0.88496,0.11504,1.6119e-05,7.7576e-06,8.1282e-06,5.0268e-06,0.64945,0.27729,0.073263,25.2796033,33.525106813241564,2.9587838342665,25,Jahm,rve_119,377000000.0,2.3e-06
rve_120/sim_0/results__thermal_conductivity.json,0.54245,0.45755,1.3253e-05,1.6085e-05,6.5068999999999995e-06,7.575999999999999e-06,0.34721,0.48563,0.16716,13.2872184,33.525106813241564,2.9587838342665,25,Jahm,rve_120,377000000.0,2.3e-06
rve_121/sim_0/results__thermal_conductivity.json,0.41734,0.58266,8.774599999999999e-06,1.9013000000000002e-05,4.7223e-06,8.5419e-06,0.35685,0.5013,0.14185,10.4927677,33.525106813241564,2.9587838342665,25,Jahm,rve_121,377000000.0,2.3e-06
rve_122/sim_0/results__thermal_conductivity.json,0.31707,0.68293,7.6309e-06,1.8012e-05,4.3543e-06,8.4087e-06,0.27385,0.49436,0.23179,7.88989091,33.525106813241564,2.9587838342665,25,Jahm,rve_122,377000000.0,2.3e-06
rve_123/sim_0/results__thermal_conductivity.json,0.14085,0.85915,6.8674e-06,1.281e-05,4.2426e-06,6.341899999999999e-06,0.080686,0.3144,0.60492,4.58339173,33.525106813241564,2.9587838342665,25,Jahm,rve_123,377000000.0,2.3e-06
rve_125/sim_0/results__thermal_conductivity.json,0.18291,0.81709,1.7139e-05,1.2882e-05,8.1977e-06,6.1668e-06,0.0024712,0.28336,0.71417,4.77887943,33.525106813241564,2.9587838342665,25,Jahm,rve_125,377000000.0,2.3e-06
rve_126/sim_0/results__thermal_conductivity.json,0.67846,0.32154,1.2986e-05,8.6055e-06,6.277799999999999e-06,4.4871e-06,0.35823,0.44904,0.19274,16.8147305,33.525106813241564,2.9587838342665,25,Jahm,rve_126,377000000.0,2.3e-06
rve_127/sim_0/results__thermal_conductivity.json,0.58894,0.41106,2.9024999999999997e-05,8.3926e-06,1.2587e-05,4.7954e-06,0.10182,0.38087,0.51731,12.9715273,33.525106813241564,2.9587838342665,25,Jahm,rve_127,377000000.0,2.3e-06
rve_128/sim_0/results__thermal_conductivity.json,0.034176,0.96582,7.3144e-06,1.1089999999999999e-05,4.4355e-06,5.439e-06,0.0013304,0.098891,0.89978,3.25336619,33.525106813241564,2.9587838342665,25,Jahm,rve_128,377000000.0,2.3e-06
rve_129/sim_0/results__thermal_conductivity.json,0.38326,0.61674,1.193e-05,1.2199e-05,5.6283e-06,5.645299999999999e-06,0.16339,0.45177,0.38484,8.43007843,33.525106813241564,2.9587838342665,25,Jahm,rve_129,377000000.0,2.3e-06
